Order ID,Order Date,Product,Category,Unit Price,Quantity,Total Sales,Customer Type,City,Payment Method
ORD101871,2024-02-05 00:43:32,Dress,Clothing,1664,1,1664,Returning,Gurgaon,UPI
ORD103692,2025-09-16 14:00:46,HD Webcam,Electronics,1400,1,1400,Returning,Delhi,Cash
ORD100567,2024-01-08 00:20:31,Rice 5kg,Groceries,424,3,1272,New,Noida,Card
ORD101371,2023-09-11 08:51:17,Dress,Clothing,1920,1,1920,New,Hyderabad,Cash
ORD103185,2023-08-13 10:53:49,Vacuum Flask,Home & Kitchen,629,1,629,Returning,Delhi,Wallet
ORD103955,2024-09-02 23:26:28,Casual Shirt,Clothing,942,1,942,Returning,Kolkata,Card
ORD101056,2024-01-29 15:13:25,Face Wash,Beauty & Personal Care,198,1,198,Returning,Hyderabad,UPI
ORD100856,2025-07-09 22:13:51,Eggs 12pcs,Groceries,117,1,117,New,Chennai,Netbanking
ORD103838,2025-06-07 02:25:45,Sport Shorts,Clothing,561,3,1683,Returning,Ahmedabad,Wallet
ORD102860,2025-06-19 20:19:44,Shampoo 200ml,Beauty & Personal Care,202,1,202,New,Delhi,UPI
ORD104769,2024-10-05 13:06:14,Sugar 1kg,Groceries,50,2,100,New,Mumbai,Cash
ORD100776,2024-11-09 12:07:35,Vacuum Flask,Home & Kitchen,655,2,1310,New,Bengaluru,UPI
ORD100720,2024-01-11 12:22:21,4K Monitor,Electronics,21061,3,63183,Returning,Delhi,Card
ORD102710,2025-03-13 20:40:27,Bluetooth Headphones,Electronics,1901,1,1901,Returning,Mumbai,Cash
ORD102654,2024-07-14 12:52:18,Men Tee,Clothing,405,3,1215,New,Hyderabad,Netbanking
ORD104877,2025-01-12 21:22:13,Milk 1L,Groceries,46,1,46,Returning,Mumbai,UPI
ORD100602,2024-10-26 17:03:05,Salt 1kg,Groceries,25,1,25,Returning,Pune,Netbanking
ORD103822,2024-02-05 20:40:37,Pasta 500g,Groceries,133,1,133,New,Bengaluru,Card
ORD101244,2024-09-21 10:27:09,Sneakers,Clothing,2379,1,2379,Returning,Kolkata,Card
ORD104845,2025-01-28 01:23:37,Casual Shirt,Clothing,920,2,1840,Returning,Gurgaon,Cash
ORD104841,2023-06-24 23:26:05,Moisturizer 50ml,Beauty & Personal Care,299,1,299,New,Pune,UPI
ORD100318,2025-01-24 20:32:55,Running Shoes,Sports & Fitness,2902,1,2902,Returning,Mumbai,UPI
ORD100828,2024-05-12 05:28:29,Jacket,Clothing,2424,3,7272,Returning,Delhi,UPI
ORD103263,2024-08-24 11:55:04,Sugar 1kg,Groceries,48,1,48,Returning,Bengaluru,Netbanking
ORD100274,2024-12-07 18:51:29,Hand Sanitizer 200ml,Beauty & Personal Care,102,1,102,Returning,Noida,Netbanking
ORD102664,2024-07-01 02:51:27,Lip Balm,Beauty & Personal Care,103,1,103,New,Noida,Netbanking
ORD100549,2025-02-26 15:48:01,Electric Kettle,Home & Kitchen,1422,1,1422,Returning,Pune,Wallet
ORD103641,2023-06-09 05:16:37,Salt 1kg,Groceries,25,2,50,Returning,Hyderabad,UPI
ORD104053,2023-07-18 00:40:38,Wheat Flour 5kg,Groceries,351,3,1053,Returning,Gurgaon,Card
ORD104892,2023-12-01 06:28:03,Gaming Keyboard,Electronics,2448,1,2448,New,Mumbai,UPI
ORD102934,2024-07-16 11:46:35,Men Tee,Clothing,399,1,399,New,Ahmedabad,Card
ORD100605,2024-09-10 13:19:02,Resistance Bands,Sports & Fitness,636,1,636,Returning,Pune,Netbanking
ORD100896,2025-09-28 10:57:52,Pasta 500g,Groceries,129,1,129,New,Pune,Card
ORD100527,2024-11-16 11:35:04,Hand Sanitizer 200ml,Beauty & Personal Care,94,1,94,New,Noida,Card
ORD104607,2025-01-27 13:50:27,Fitness Tracker Basic,Sports & Fitness,2526,2,5052,New,Delhi,Card
ORD102347,2023-11-08 20:51:01,Hand Blender,Home & Kitchen,1929,1,1929,Returning,Gurgaon,UPI
ORD103439,2024-11-07 05:30:09,Deodorant,Beauty & Personal Care,248,1,248,New,Noida,Card
ORD104998,2024-11-18 00:26:10,Cushion Cover Pack,Home & Kitchen,425,1,425,Returning,Kolkata,UPI
ORD104826,2025-05-19 08:22:49,Noise Cancelling Earbuds,Electronics,3808,2,7616,New,Ahmedabad,Netbanking
ORD103922,2025-02-17 07:48:05,Hand Blender,Home & Kitchen,1856,2,3712,Returning,Gurgaon,UPI
ORD100298,2024-05-21 14:50:24,Dress,Clothing,1879,4,7516,Returning,Delhi,UPI
ORD102119,2024-10-21 06:08:19,Tennis Racket,Sports & Fitness,2271,1,2271,New,Ahmedabad,Netbanking
ORD102536,2024-06-05 12:28:34,Dinner Plate Set,Home & Kitchen,1431,3,4293,Returning,Noida,Card
ORD104203,2023-11-17 09:28:36,Tea 250g,Groceries,203,1,203,Returning,Bengaluru,Cash
ORD103254,2024-06-24 11:00:25,Sport Shorts,Clothing,561,1,561,Returning,Bengaluru,Card
ORD103725,2024-06-05 03:10:43,Body Lotion,Beauty & Personal Care,265,2,530,New,Pune,Cash
ORD101260,2024-04-30 09:00:41,Sneakers,Clothing,2826,1,2826,Returning,Noida,UPI
ORD101558,2023-01-24 22:33:07,Shampoo 200ml,Beauty & Personal Care,215,1,215,New,Mumbai,Card
ORD103269,2023-08-16 11:19:20,Sugar 1kg,Groceries,51,2,102,Returning,Mumbai,Card
ORD104046,2024-05-18 18:22:24,Socks Pack,Clothing,209,2,418,Returning,Chennai,Card
ORD100756,2025-06-08 08:22:41,HD Webcam,Electronics,1560,1,1560,New,Gurgaon,UPI
ORD101010,2023-07-22 06:37:30,Wireless Mouse,Electronics,846,2,1692,New,Bengaluru,Card
ORD102794,2023-03-08 09:34:29,Non-stick Pan,Home & Kitchen,1240,4,4960,New,Pune,Card
ORD102905,2024-02-12 02:54:40,Jeans,Clothing,1205,1,1205,Returning,Noida,Netbanking
ORD101870,2025-04-28 21:54:21,Shampoo 200ml,Beauty & Personal Care,191,4,764,Returning,Hyderabad,Card
ORD102229,2023-08-03 18:24:25,Body Lotion,Beauty & Personal Care,251,1,251,Returning,Noida,Wallet
ORD101173,2024-05-02 18:02:10,Non-stick Pan,Home & Kitchen,1329,4,5316,Returning,Bengaluru,Card
ORD101832,2025-01-19 23:34:00,Hoodie,Clothing,1517,1,1517,New,Chennai,Card
ORD100376,2024-07-17 12:23:28,Electric Kettle,Home & Kitchen,1458,1,1458,Returning,Chennai,Wallet
ORD103853,2024-07-26 01:46:25,Sports Bottle,Sports & Fitness,321,2,642,Returning,Chennai,UPI
ORD103616,2024-03-15 05:25:58,Sneakers,Clothing,2572,1,2572,New,Noida,UPI
ORD100798,2024-12-21 11:18:05,Women T-Shirt,Clothing,559,1,559,New,Noida,Card
ORD100378,2024-05-23 20:14:08,Sports Bottle,Sports & Fitness,306,2,612,Returning,Mumbai,Card
ORD101158,2025-05-21 23:13:36,Tea 250g,Groceries,188,3,564,New,Hyderabad,UPI
ORD103819,2025-08-07 23:15:29,Bluetooth Headphones,Electronics,2050,1,2050,New,Chennai,Netbanking
ORD102792,2023-06-24 23:31:11,Sneakers,Clothing,2286,1,2286,New,Kolkata,UPI
ORD102240,2024-03-01 16:18:53,Running Shoes,Sports & Fitness,3169,3,9507,Returning,Pune,Cash
ORD104035,2024-01-02 01:43:50,Gym Gloves,Sports & Fitness,321,2,642,Returning,Chennai,Card
ORD102662,2025-03-08 12:57:45,Protein Shaker,Sports & Fitness,404,1,404,New,Bengaluru,Cash
ORD104012,2023-11-26 02:23:05,Jacket,Clothing,2542,1,2542,New,Chennai,Card
ORD102957,2024-05-24 10:56:01,HD Webcam,Electronics,1434,3,4302,New,Pune,Card
ORD103927,2025-09-08 04:56:54,Tennis Racket,Sports & Fitness,2610,3,7830,New,Noida,UPI
ORD101038,2024-10-06 14:47:07,Milk 1L,Groceries,47,2,94,Returning,Chennai,Card
ORD103259,2024-11-22 17:34:23,Yoga Mat,Sports & Fitness,890,1,890,New,Gurgaon,Card
ORD101344,2023-08-15 19:44:18,Jacket,Clothing,2560,1,2560,New,Mumbai,Card
ORD102505,2025-04-28 08:22:25,Shampoo 200ml,Beauty & Personal Care,192,3,576,New,Pune,Card
ORD101721,2024-10-08 09:54:09,HD Webcam,Electronics,1467,1,1467,Returning,Gurgaon,Card
ORD104663,2024-07-22 19:24:13,Hoodie,Clothing,1421,1,1421,New,Ahmedabad,Netbanking
ORD100175,2023-09-30 11:00:51,Gaming Keyboard,Electronics,2601,2,5202,Returning,Ahmedabad,UPI
ORD104893,2024-09-23 21:58:04,Protein Shaker,Sports & Fitness,403,1,403,Returning,Noida,Wallet
ORD101909,2025-04-27 12:45:38,HD Webcam,Electronics,1558,3,4674,New,Chennai,Netbanking
ORD100045,2023-07-09 14:36:21,Noise Cancelling Earbuds,Electronics,3289,5,16445,Returning,Chennai,UPI
ORD103409,2025-07-09 22:12:43,Pasta 500g,Groceries,122,1,122,Returning,Pune,Card
ORD104674,2023-08-12 15:17:38,Tea 250g,Groceries,199,1,199,New,Gurgaon,UPI
ORD101075,2024-09-12 14:40:55,Sneakers,Clothing,2517,2,5034,New,Delhi,Card
ORD102829,2024-04-21 08:59:56,Vacuum Flask,Home & Kitchen,733,2,1466,Returning,Mumbai,Card
ORD101504,2025-06-18 11:21:20,Resistance Bands,Sports & Fitness,618,3,1854,New,Delhi,Card
ORD102309,2024-05-04 13:52:01,Conditioner 200ml,Beauty & Personal Care,192,3,576,New,Bengaluru,UPI
ORD101436,2023-05-05 13:51:43,Gaming Keyboard,Electronics,2329,1,2329,Returning,Bengaluru,Card
ORD102418,2023-08-29 03:05:57,Hand Sanitizer 200ml,Beauty & Personal Care,97,1,97,Returning,Chennai,Card
ORD103986,2023-11-13 05:58:34,Sport Shorts,Clothing,580,1,580,New,Noida,Card
ORD103098,2024-07-09 07:02:10,Body Lotion,Beauty & Personal Care,253,1,253,New,Hyderabad,Card
ORD104588,2023-10-06 23:03:59,Protein Shaker,Sports & Fitness,376,1,376,New,Hyderabad,UPI
ORD100283,2023-03-14 16:14:06,Dinner Plate Set,Home & Kitchen,1701,1,1701,Returning,Bengaluru,Card
ORD104918,2024-09-19 14:32:08,Milk 1L,Groceries,46,1,46,New,Ahmedabad,Card
ORD100842,2023-04-18 17:42:16,Gym Gloves,Sports & Fitness,349,1,349,New,Hyderabad,Cash
ORD101513,2024-12-01 23:35:30,Deodorant,Beauty & Personal Care,233,1,233,New,Pune,Card
ORD101168,2025-01-22 03:15:25,Fitness Tracker Basic,Sports & Fitness,2553,1,2553,New,Ahmedabad,UPI
ORD101592,2023-12-18 20:45:20,Electric Kettle,Home & Kitchen,1400,1,1400,Returning,Delhi,Card
ORD103460,2024-03-30 05:17:05,Dumbbell 5kg,Sports & Fitness,1562,2,3124,Returning,Gurgaon,UPI
ORD103165,2024-03-23 16:05:17,Lip Balm,Beauty & Personal Care,97,1,97,Returning,Pune,Card
ORD102284,2025-07-09 14:06:18,Conditioner 200ml,Beauty & Personal Care,204,2,408,New,Ahmedabad,Card
ORD103575,2025-04-01 12:16:56,Skipping Rope,Sports & Fitness,198,2,396,New,Kolkata,Card
ORD104870,2024-05-10 04:40:22,Storage Box Set,Home & Kitchen,475,1,475,Returning,Chennai,UPI
ORD102305,2025-06-29 15:11:59,Storage Box Set,Home & Kitchen,533,1,533,New,Gurgaon,Wallet
ORD100952,2023-11-10 15:30:51,Cushion Cover Pack,Home & Kitchen,389,1,389,Returning,Bengaluru,Card
ORD104942,2024-01-28 14:55:52,Rice 5kg,Groceries,377,4,1508,Returning,Noida,UPI
ORD103053,2025-01-02 22:47:03,Resistance Bands,Sports & Fitness,627,3,1881,New,Chennai,Card
ORD104559,2024-01-01 06:34:19,Cutlery Set,Home & Kitchen,1053,1,1053,Returning,Kolkata,Card
ORD102685,2023-10-30 11:50:55,Wireless Mouse,Electronics,759,1,759,New,Delhi,Netbanking
ORD101489,2024-07-13 12:04:23,Perfume 30ml,Beauty & Personal Care,933,1,933,Returning,Kolkata,Card
ORD100927,2025-01-11 16:39:48,Yoga Mat,Sports & Fitness,900,3,2700,New,Mumbai,UPI
ORD101209,2025-05-09 13:22:54,Resistance Bands,Sports & Fitness,621,1,621,Returning,Ahmedabad,Card
ORD103973,2024-12-10 16:58:02,Storage Box Set,Home & Kitchen,462,1,462,Returning,Hyderabad,Netbanking
ORD103545,2024-10-12 01:17:59,Bed Sheets,Home & Kitchen,1729,2,3458,New,Hyderabad,Card
ORD104361,2023-12-28 23:36:14,Women T-Shirt,Clothing,497,1,497,New,Kolkata,Card
ORD101921,2025-07-22 10:44:14,Noise Cancelling Earbuds,Electronics,3408,1,3408,Returning,Mumbai,UPI
ORD100351,2024-06-15 20:36:17,Yoga Mat,Sports & Fitness,874,1,874,New,Mumbai,Card
ORD104898,2024-08-30 10:35:55,4K Monitor,Electronics,19388,1,19388,New,Gurgaon,Card
ORD103393,2024-09-09 14:00:25,Hoodie,Clothing,1487,1,1487,New,Delhi,Card
ORD102721,2024-08-04 12:46:58,Fitness Tracker Basic,Sports & Fitness,2579,1,2579,Returning,Ahmedabad,Card
ORD104981,2023-11-14 01:01:02,Bluetooth Headphones,Electronics,2196,1,2196,New,Mumbai,Card
ORD100718,2024-08-25 01:03:14,Gaming Keyboard,Electronics,2569,1,2569,Returning,Bengaluru,Card
ORD102702,2024-04-12 07:08:18,Cushion Cover Pack,Home & Kitchen,382,1,382,Returning,Bengaluru,UPI
ORD102722,2024-10-05 07:14:37,USB-C Charger,Electronics,905,1,905,New,Ahmedabad,Cash
ORD104561,2025-11-08 11:33:19,Sneakers,Clothing,2545,1,2545,Returning,Kolkata,Netbanking
ORD100308,2024-11-02 19:53:02,Dinner Plate Set,Home & Kitchen,1420,1,1420,New,Ahmedabad,Wallet
ORD101675,2025-08-03 06:52:06,Sneakers,Clothing,2569,4,10276,Returning,Kolkata,UPI
ORD100833,2024-05-21 03:05:04,Perfume 30ml,Beauty & Personal Care,922,3,2766,Returning,Chennai,Netbanking
ORD100366,2024-06-19 09:46:19,Non-stick Pan,Home & Kitchen,1120,3,3360,Returning,Delhi,Card
ORD104506,2024-09-29 14:52:38,HD Webcam,Electronics,1612,1,1612,New,Pune,Netbanking
ORD102078,2023-09-23 05:05:40,Socks Pack,Clothing,210,1,210,Returning,Mumbai,Card
ORD104038,2025-05-18 03:20:53,Hoodie,Clothing,1412,1,1412,New,Ahmedabad,Card
ORD104846,2024-12-13 07:17:34,Sunscreen 50ml,Beauty & Personal Care,380,5,1900,Returning,Delhi,Card
ORD104479,2025-08-26 03:49:52,LED Desk Lamp,Home & Kitchen,818,2,1636,Returning,Delhi,Card
ORD101746,2023-09-10 18:46:43,Jacket,Clothing,2579,1,2579,New,Mumbai,Card
ORD100019,2024-06-27 03:22:36,Salt 1kg,Groceries,28,4,112,Returning,Kolkata,Card
ORD101322,2024-07-08 13:05:39,Hand Blender,Home & Kitchen,1972,1,1972,New,Gurgaon,Card
ORD103567,2024-12-12 11:11:23,Wheat Flour 5kg,Groceries,343,1,343,New,Pune,UPI
ORD102521,2024-05-30 01:25:36,Hand Blender,Home & Kitchen,1982,1,1982,New,Ahmedabad,UPI
ORD100218,2024-07-06 00:51:41,Rice 5kg,Groceries,418,1,418,Returning,Hyderabad,Card
ORD101487,2024-03-28 01:36:46,Moisturizer 50ml,Beauty & Personal Care,295,3,885,Returning,Ahmedabad,Card
ORD100438,2024-01-05 02:43:58,Cutlery Set,Home & Kitchen,963,1,963,New,Bengaluru,Card
ORD104174,2025-06-07 04:44:25,USB-C Charger,Electronics,972,1,972,Returning,Kolkata,Netbanking
ORD102750,2023-09-07 17:13:41,Shampoo 200ml,Beauty & Personal Care,193,1,193,New,Gurgaon,Card
ORD103288,2023-12-05 09:52:07,Bed Sheets,Home & Kitchen,1718,1,1718,Returning,Bengaluru,Card
ORD103433,2024-01-11 10:06:58,Coffee 250g,Groceries,395,4,1580,New,Chennai,UPI
ORD102525,2025-03-05 14:45:43,Jacket,Clothing,2714,1,2714,Returning,Ahmedabad,Card
ORD104650,2024-03-18 07:08:21,Running Shoes,Sports & Fitness,2933,2,5866,Returning,Kolkata,Card
ORD103688,2025-01-08 06:44:01,Fitness Tracker Basic,Sports & Fitness,2488,2,4976,Returning,Delhi,UPI
ORD102763,2025-07-26 11:50:24,Casual Shirt,Clothing,965,1,965,Returning,Noida,Card
ORD100802,2025-07-21 23:28:17,Deodorant,Beauty & Personal Care,263,1,263,Returning,Pune,Cash
ORD102997,2025-05-17 08:57:55,Moisturizer 50ml,Beauty & Personal Care,298,4,1192,Returning,Hyderabad,UPI
ORD102228,2024-03-27 00:25:26,Wireless Mouse,Electronics,830,1,830,Returning,Bengaluru,UPI
ORD104785,2025-04-13 19:11:05,Sport Shorts,Clothing,583,2,1166,New,Ahmedabad,Card
ORD102077,2024-12-31 14:42:45,Milk 1L,Groceries,43,1,43,Returning,Delhi,Card
ORD100582,2025-03-19 20:36:17,Running Shoes,Sports & Fitness,3012,3,9036,New,Mumbai,UPI
ORD100203,2024-11-28 07:38:55,Wireless Mouse,Electronics,795,1,795,Returning,Hyderabad,Cash
ORD104346,2024-04-18 01:51:14,Women T-Shirt,Clothing,513,1,513,New,Delhi,Card
ORD103478,2025-09-30 02:28:26,Deodorant,Beauty & Personal Care,227,2,454,Returning,Mumbai,Card
ORD102929,2024-08-04 19:26:19,Skipping Rope,Sports & Fitness,203,1,203,New,Ahmedabad,Cash
ORD103085,2025-02-27 22:16:53,Dumbbell 5kg,Sports & Fitness,1487,1,1487,New,Ahmedabad,Cash
ORD101018,2023-06-18 02:52:16,USB-C Charger,Electronics,836,1,836,Returning,Chennai,Card
ORD101583,2024-06-28 16:22:27,Cushion Cover Pack,Home & Kitchen,427,1,427,New,Chennai,Card
ORD101032,2023-10-20 09:38:08,Eggs 12pcs,Groceries,126,4,504,Returning,Hyderabad,Card
ORD101718,2023-12-14 04:37:17,Portable SSD 500GB,Electronics,4869,1,4869,Returning,Chennai,UPI
ORD101281,2024-12-20 15:03:26,Gaming Keyboard,Electronics,2371,1,2371,New,Chennai,Card
ORD102498,2025-09-18 13:42:06,Wheat Flour 5kg,Groceries,316,1,316,Returning,Hyderabad,Card
ORD103350,2024-04-02 03:17:46,Cooking Oil 1L,Groceries,257,1,257,New,Hyderabad,Wallet
ORD100517,2024-02-11 21:06:51,Non-stick Pan,Home & Kitchen,1298,1,1298,Returning,Noida,Card
ORD101747,2025-07-02 14:35:50,Sugar 1kg,Groceries,51,4,204,Returning,Pune,Cash
ORD104652,2024-10-31 20:43:13,Eggs 12pcs,Groceries,117,1,117,New,Gurgaon,Card
ORD103732,2024-04-03 18:57:27,Bluetooth Headphones,Electronics,1963,1,1963,Returning,Mumbai,Card
ORD100668,2024-06-30 10:58:55,Non-stick Pan,Home & Kitchen,1203,1,1203,Returning,Noida,UPI
ORD104059,2025-04-29 20:36:42,Bluetooth Headphones,Electronics,1997,1,1997,Returning,Mumbai,UPI
ORD103026,2023-08-23 13:42:42,Rice 5kg,Groceries,417,2,834,Returning,Ahmedabad,Card
ORD104932,2024-10-07 20:42:09,Hand Blender,Home & Kitchen,2243,1,2243,Returning,Pune,Cash
ORD103286,2024-09-06 19:45:10,Men Tee,Clothing,379,3,1137,New,Delhi,Netbanking
ORD102650,2024-11-02 03:23:10,Conditioner 200ml,Beauty & Personal Care,202,1,202,Returning,Kolkata,Card
ORD104453,2024-02-22 14:11:57,Vacuum Flask,Home & Kitchen,707,1,707,New,Bengaluru,Netbanking
ORD103192,2024-10-02 19:11:21,Yoga Mat,Sports & Fitness,874,1,874,Returning,Kolkata,Cash
ORD102124,2025-05-08 14:41:13,Non-stick Pan,Home & Kitchen,1351,3,4053,Returning,Kolkata,Card
ORD103375,2024-12-29 19:50:49,Sport Shorts,Clothing,593,1,593,Returning,Hyderabad,Netbanking
ORD103392,2023-09-22 20:05:58,Sugar 1kg,Groceries,46,1,46,Returning,Noida,Card
ORD103485,2024-11-15 22:33:05,Pasta 500g,Groceries,129,3,387,Returning,Pune,UPI
ORD100759,2023-11-13 01:32:24,Shampoo 200ml,Beauty & Personal Care,199,1,199,Returning,Kolkata,Card
ORD103379,2024-03-14 13:07:03,Body Lotion,Beauty & Personal Care,244,1,244,Returning,Kolkata,Wallet
ORD104440,2023-07-27 14:38:11,HD Webcam,Electronics,1505,2,3010,Returning,Gurgaon,UPI
ORD102526,2025-08-21 20:31:12,Rice 5kg,Groceries,398,1,398,Returning,Mumbai,UPI
ORD104858,2025-07-01 08:17:09,HD Webcam,Electronics,1562,1,1562,Returning,Hyderabad,UPI
ORD100907,2023-09-11 08:45:31,Moisturizer 50ml,Beauty & Personal Care,330,1,330,New,Ahmedabad,Cash
ORD102683,2024-02-22 07:40:23,Cutlery Set,Home & Kitchen,927,1,927,Returning,Kolkata,Cash
ORD100214,2023-07-05 17:08:14,HD Webcam,Electronics,1516,1,1516,Returning,Hyderabad,UPI
ORD103331,2023-11-19 08:52:21,Yoga Mat,Sports & Fitness,867,2,1734,New,Gurgaon,Card
ORD104458,2025-07-07 18:58:52,Sugar 1kg,Groceries,51,1,51,Returning,Delhi,Card
ORD100693,2025-08-17 13:37:40,Electric Kettle,Home & Kitchen,1584,2,3168,Returning,Bengaluru,Netbanking
ORD101503,2023-08-24 05:09:29,Running Shoes,Sports & Fitness,2839,1,2839,New,Delhi,Card
ORD102414,2024-03-23 04:29:12,Bluetooth Speaker,Electronics,2429,1,2429,New,Mumbai,UPI
ORD102118,2024-07-04 09:57:31,Bed Sheets,Home & Kitchen,1795,3,5385,Returning,Hyderabad,UPI
ORD103858,2024-07-25 03:26:27,Sports Bottle,Sports & Fitness,325,2,650,Returning,Ahmedabad,Card
ORD102462,2024-06-30 07:44:46,Tea 250g,Groceries,189,2,378,New,Mumbai,Card
ORD103635,2024-12-21 03:34:13,Noise Cancelling Earbuds,Electronics,3458,1,3458,Returning,Hyderabad,Cash
ORD104105,2024-11-26 02:02:10,Women T-Shirt,Clothing,496,2,992,New,Noida,UPI
ORD104478,2025-04-12 18:55:13,Dumbbell 5kg,Sports & Fitness,1456,1,1456,Returning,Hyderabad,Card
ORD100196,2025-09-02 05:25:36,Storage Box Set,Home & Kitchen,492,1,492,Returning,Gurgaon,Netbanking
ORD104667,2025-02-03 11:45:36,Non-stick Pan,Home & Kitchen,1411,1,1411,New,Kolkata,Card
ORD101543,2023-11-24 11:24:09,Hoodie,Clothing,1442,1,1442,Returning,Pune,Card
ORD101330,2024-07-02 09:29:40,Dumbbell 5kg,Sports & Fitness,1389,2,2778,New,Gurgaon,Card
ORD100879,2024-01-12 14:26:04,Electric Kettle,Home & Kitchen,1391,3,4173,New,Gurgaon,Card
ORD104502,2024-12-15 16:34:54,Women T-Shirt,Clothing,475,2,950,Returning,Noida,UPI
ORD103501,2025-08-27 12:06:41,Conditioner 200ml,Beauty & Personal Care,196,5,980,Returning,Mumbai,UPI
ORD103894,2025-01-01 01:11:38,Skipping Rope,Sports & Fitness,189,1,189,Returning,Gurgaon,Card
ORD104990,2023-11-16 22:44:37,Sugar 1kg,Groceries,48,3,144,Returning,Hyderabad,Netbanking
ORD100887,2024-01-29 17:12:05,Casual Shirt,Clothing,885,5,4425,New,Bengaluru,Cash
ORD101345,2025-05-27 19:04:34,USB-C Charger,Electronics,821,1,821,New,Mumbai,Card
ORD100068,2025-09-23 23:20:12,Resistance Bands,Sports & Fitness,618,3,1854,Returning,Delhi,Card
ORD104210,2024-08-30 11:24:20,HD Webcam,Electronics,1444,1,1444,New,Mumbai,Card
ORD101815,2023-11-26 09:25:24,Jeans,Clothing,1192,1,1192,Returning,Pune,UPI
ORD100568,2025-06-29 10:28:20,Deodorant,Beauty & Personal Care,231,1,231,Returning,Gurgaon,Card
ORD102167,2025-05-11 15:14:56,Milk 1L,Groceries,47,2,94,New,Pune,UPI
ORD100096,2023-04-29 15:57:02,Gym Gloves,Sports & Fitness,345,5,1725,Returning,Gurgaon,Wallet
ORD104181,2025-03-24 08:34:25,Hand Sanitizer 200ml,Beauty & Personal Care,93,1,93,Returning,Ahmedabad,UPI
ORD103353,2025-04-05 05:20:31,Socks Pack,Clothing,199,5,995,Returning,Bengaluru,Card
ORD100139,2024-11-14 20:14:05,Wheat Flour 5kg,Groceries,357,4,1428,New,Noida,Cash
ORD104954,2024-04-09 17:38:58,Running Shoes,Sports & Fitness,2979,1,2979,New,Noida,Card
ORD102602,2024-08-08 23:53:26,Deodorant,Beauty & Personal Care,239,2,478,New,Gurgaon,Card
ORD104023,2024-08-03 20:45:57,HD Webcam,Electronics,1540,1,1540,Returning,Kolkata,Card
ORD104772,2025-01-03 06:20:25,Shampoo 200ml,Beauty & Personal Care,183,1,183,Returning,Hyderabad,Card
ORD101606,2024-12-06 21:01:24,Protein Shaker,Sports & Fitness,388,1,388,Returning,Chennai,Card
ORD101629,2024-02-04 16:37:16,Jacket,Clothing,2470,2,4940,New,Mumbai,Card
ORD101539,2024-05-14 16:40:12,Hand Sanitizer 200ml,Beauty & Personal Care,99,2,198,New,Ahmedabad,Card
ORD101694,2023-08-16 15:07:31,Body Lotion,Beauty & Personal Care,256,1,256,Returning,Kolkata,UPI
ORD102059,2025-02-26 12:41:46,Hand Sanitizer 200ml,Beauty & Personal Care,103,1,103,Returning,Noida,UPI
ORD100463,2025-07-16 00:56:30,Wireless Mouse,Electronics,794,3,2382,Returning,Pune,Card
ORD102330,2025-05-18 21:58:07,Perfume 30ml,Beauty & Personal Care,897,3,2691,New,Hyderabad,UPI
ORD103043,2024-12-18 16:40:29,Deodorant,Beauty & Personal Care,256,1,256,New,Gurgaon,UPI
ORD104734,2023-10-08 19:42:08,Moisturizer 50ml,Beauty & Personal Care,285,3,855,Returning,Bengaluru,Netbanking
ORD100594,2024-05-04 11:53:43,Cooking Oil 1L,Groceries,234,1,234,Returning,Kolkata,UPI
ORD103814,2024-10-15 11:02:25,Pasta 500g,Groceries,127,2,254,New,Noida,Card
ORD100625,2025-03-27 16:30:59,Smartwatch Basic,Electronics,2903,2,5806,Returning,Delhi,UPI
ORD100450,2024-03-11 09:40:16,Sneakers,Clothing,2454,1,2454,Returning,Bengaluru,Card
ORD101499,2025-03-01 12:33:35,Cutlery Set,Home & Kitchen,1025,1,1025,Returning,Mumbai,Netbanking
ORD102456,2025-05-31 07:09:06,Shampoo 200ml,Beauty & Personal Care,180,4,720,Returning,Chennai,Cash
ORD104722,2025-04-24 20:52:12,Hand Sanitizer 200ml,Beauty & Personal Care,103,1,103,Returning,Bengaluru,Cash
ORD102984,2025-03-08 04:48:46,Sugar 1kg,Groceries,48,1,48,Returning,Delhi,Card
ORD101569,2023-08-22 10:38:04,Dinner Plate Set,Home & Kitchen,1497,1,1497,Returning,Mumbai,Netbanking
ORD101034,2024-02-06 22:30:16,Sport Shorts,Clothing,566,1,566,New,Mumbai,Cash
ORD103518,2025-02-28 23:46:12,Tea 250g,Groceries,203,2,406,New,Mumbai,UPI
ORD101557,2024-11-04 11:27:12,Tea 250g,Groceries,204,2,408,Returning,Noida,Cash
ORD103624,2025-10-28 03:48:06,Eggs 12pcs,Groceries,113,1,113,New,Mumbai,Card
ORD104664,2023-08-05 09:12:30,Non-stick Pan,Home & Kitchen,1324,2,2648,New,Gurgaon,Netbanking
ORD100150,2023-11-09 02:29:41,Gaming Keyboard,Electronics,2542,2,5084,New,Ahmedabad,Card
ORD101420,2025-08-05 13:06:15,Fitness Tracker Basic,Sports & Fitness,2418,1,2418,Returning,Chennai,Cash
ORD102011,2025-02-22 13:33:36,Sports Bottle,Sports & Fitness,296,2,592,Returning,Mumbai,UPI
ORD102686,2023-12-20 22:18:38,Dumbbell 5kg,Sports & Fitness,1440,1,1440,Returning,Chennai,Card
